Sample,sample_collection_datetime,viral_load
12.22.23.ENCDEC18.R2__NA__NA__231229_WW__00X.tsv,12/18/23,
12.22.23.ENCDEC21.R2__NA__NA__231229_WW__00X.tsv,12/21/23,
12.22.23.PLDEC17.R1__NA__NA__231229_WW__00X.tsv,12/17/23,
12.22.23.PLDEC18.R2__NA__NA__231229_WW__00X.tsv,12/18/23,
12.22.23.PLDEC19.R2__NA__NA__231229_WW__00X.tsv,12/19/23,
12.22.23.PLDEC20.R1__NA__NA__231229_WW__00X.tsv,12/20/23,
12.22.23.SBDEC19.R1__NA__NA__231229_WW__00X.tsv,12/19/23,
12.22.23.SBDEC21.R2__NA__NA__231229_WW__00X.tsv,12/21/23,
