Sample,sample_collection_datetime,viral_load
11.13.23.PLNOV07.R2__NA__NA__231117_WW__00X.tsv,11/07/23,
11.13.23.PLNOV08.R2__NA__NA__231117_WW__00X.tsv,11/08/23,
11.15.23.ENCNOV09.R1__NA__NA__231117_WW__00X.tsv,11/09/23,
11.15.23.ENCNOV14.R2__NA__NA__231117_WW__00X.tsv,11/14/23,
11.15.23.PLNOV12.R1__NA__NA__231117_WW__00X.tsv,11/12/23,
11.15.23.PLNOV13.R2__NA__NA__231117_WW__00X.tsv,11/13/23,
11.17.23.PLNOV14.R1__NA__NA__231117_WW__00X.tsv,11/14/23,
11.17.23.PLNOV15.R1__NA__NA__231117_WW__00X.tsv,11/15/23,
