Sample,sample_collection_datetime,viral_load
5.10.23.PLMAY07.R2__NA__NA__230512_WW__00X.tsv,05/07/23,
5.10.23.PLMAY08.R1__NA__NA__230512_WW__00X.tsv,05/08/23,
5.10.23.SBMAY02.R1__NA__NA__230512_WW__00X.tsv,05/02/23,
5.10.23.SBMAY07.R2__NA__NA__230512_WW__00X.tsv,05/07/23,
5.11.23.ENCMAY05.R2__NA__NA__230512_WW__00X.tsv,05/05/23,
5.11.23.ENCMAY09.R2__NA__NA__230512_WW__00X.tsv,05/09/23,
5.12.23.PLMAY09.R1__NA__NA__230512_WW__00X.tsv,05/09/23,
5.12.23.PLMAY10.R1__NA__NA__230512_WW__00X.tsv,05/10/23,
