Sample,sample_collection_datetime,viral_load
3.31.23.PLMAR28.R1__NA__NA__230407_WW__00X.tsv,03/28/23 ,
3.31.23.PLMAR29.R2__NA__NA__230407_WW__00X.tsv,03/29/23,
4.05.23.PLAPR02.R1__NA__NA__230407_WW__00X.tsv,04/02/23,
4.05.23.PLAPR03.R1__NA__NA__230407_WW__00X.tsv,04/03/23,
4.05.23.SBMAR30.R2__NA__NA__230407_WW__00X.tsv,03/30/23,
4.06.23.ENCAPR04.R1__NA__NA__230407_WW__00X.tsv,04/04/23,
4.06.23.ENCMAR30.R2__NA__NA__230407_WW__00X.tsv,03/30/23,
4.07.23.PLAPR05.R2__NA__NA__230407_WW__00X.tsv,04/05/23,
