Sample,sample_collection_datetime,viral_load
12.20.22.ENCDEC14.R1__NA__NA__22122_WW__00X.tsv,12/14/22 ,
12.20.22.ENCDEC20.R1__NA__NA__22122_WW__00X.tsv,12/20/22,
12.22.22.PLDEC18.R1__NA__NA__22122_WW__00X.tsv,12/18/22,
12.22.22.PLDEC19.R1__NA__NA__22122_WW__00X.tsv,12/19/22,
12.22.22.PLDEC20.R1__NA__NA__22122_WW__00X.tsv,12/20/22 ,
12.22.22.PLDEC21.R1__NA__NA__22122_WW__00X.tsv,12/21/22,
12.22.22.SBDEC15.R1__NA__NA__22122_WW__00X.tsv,12/15/22,
12.22.22.SBDEC20.R1__NA__NA__22122_WW__00X.tsv,12/20/22,
