Sample,sample_collection_datetime,viral_load
01.30.24.ENCJAN25.R2__NA__NA__240202_WW__00X.tsv,01/25/24,
01.30.24.ENCJAN26.R1__NA__NA__240202_WW__00X.tsv,01/26/24,
01.30.24.PLJAN21.R1__NA__NA__240202_WW__00X.tsv,01/21/24,
01.30.24.PLJAN22.R2__NA__NA__240202_WW__00X.tsv,01/22/24,
01.30.24.PLJAN23.R2__NA__NA__240202_WW__00X.tsv,01/23/24,
01.30.24.PLJAN24.R1__NA__NA__240202_WW__00X.tsv,01/24/24,
01.30.24.SBJAN25.R1__NA__NA__240202_WW__00X.tsv,01/25/24,
01.30.24.SBJAN28.R2__NA__NA__240202_WW__00X.tsv,01/28/24,
