Sample,sample_collection_datetime,viral_load
4.12.23.ENCAPR06.R2__NA__NA__230414_WW__00X.tsv,04/06/23 ,
4.12.23.ENCAPR11.R1__NA__NA__230414_WW__00X.tsv,04/11/23 ,
4.12.23.PLAPR09.R1__NA__NA__230414_WW__00X.tsv,04/09/23,
4.12.23.PLAPR10.R1__NA__NA__230414_WW__00X.tsv,04/10/23,
4.14.23.PLAPR11.R2__NA__NA__230414_WW__00X.tsv,04/11/23,
4.14.23.PLAPR12.R1__NA__NA__230414_WW__00X.tsv,04/12/23,
