Sample,sample_collection_datetime,viral_load
8.11.23.ENCAUG03.R2.rerun__NA__NA__230926_WW__00X.tsv,8/03/23,
8.11.23.ENCAUG04.R2.rerun__NA__NA__230926_WW__00X.tsv,8/04/23,
8.11.23.PLAUG09.R2.rerun__NA__NA__230926_WW__00X.tsv,8/09/23,
8.30.23.ENCAUG23.R2.rerun__NA__NA__230926_WW__00X.tsv,8/23/23,
