Sample,sample_collection_datetime,viral_load
12.08.22.PLDEC04.R1__NA__NA__221209_WW__00X.tsv,12/04/22,
12.08.22.PLDEC05.R2__NA__NA__221209_WW__00X.tsv,12/05/22,
12.08.22.PLDEC06.R1__NA__NA__221209_WW__00X.tsv,12/06/22,
12.08.22.PLDEC07.R2__NA__NA__221209_WW__00X.tsv,12/07/22,
12.08.22.SBDEC04.R1__NA__NA__221209_WW__00X.tsv,12/04/22,
12.08.22.SBDEC06.R1__NA__NA__221209_WW__00X.tsv,12/06/22,
12.09.22.ENCDEC06.R2__NA__NA__221209_WW__00X.tsv,12/06/22,
12.09.22.ENCDEC09.R2__NA__NA__221209_WW__00X.tsv,12/09/22,
