Sample,sample_collection_datetime,viral_load
11.10.22.PLNOV06.R2__NA__NA__221110_WW__00X.tsv,11/06/22 ,
11.10.22.PLNOV07.R2__NA__NA__221110_WW__00X.tsv,11/07/22,
11.10.22.PLNOV08.R2__NA__NA__221110_WW__00X.tsv,11/08/22,
11.10.22.PLNOV09.R2__NA__NA__221110_WW__00X.tsv,11/09/22,
11.10.22.SBNOV06.R1__NA__NA__221110_WW__00X.tsv,11/06/22,
11.10.22.SBNOV08.R1__NA__NA__221110_WW__00X.tsv,11/08/22,
11.9.22.ENCNOV04.R2__NA__NA__221110_WW__00X.tsv,11/04/22,
11.9.22.ENCNOV08.R2__NA__NA__221110_WW__00X.tsv,11/08/22,
