Sample,sample_collection_datetime,viral_load
5.31.23.ENCMAY26.R2__NA__NA__230602_WW__00X.tsv,05/26/23,
5.31.23.ENCMAY30.R1__NA__NA__230602_WW__00X.tsv,05/30/23,
5.31.23.PLMAY28.R1__NA__NA__230602_WW__00X.tsv,05/28/23,
5.31.23.PLMAY29.R2__NA__NA__230602_WW__00X.tsv,05/29/23,
5.31.23.SBMAY25.R1__NA__NA__230602_WW__00X.tsv,05/25/23,
5.31.23.SBMAY28.R1__NA__NA__230602_WW__00X.tsv,05/28/23,
6.02.23.PLMAY30.R2__NA__NA__230602_WW__00X.tsv,05/30/23,
6.02.23.PLMAY31.R1__NA__NA__230602_WW__00X.tsv,05/31/23,
