Sample,sample_collection_datetime,viral_load
5.17.23.ENCMAY10.R2__NA__NA__230519_WW__00X.tsv,5/10/23,
5.17.23.ENCMAY12.R2__NA__NA__230519_WW__00X.tsv,5/12/23,
5.17.23.PLMAY14.R2__NA__NA__230519_WW__00X.tsv,5/14/23,
5.17.23.PLMAY15.R1__NA__NA__230519_WW__00X.tsv,5/15/23,
5.17.23.SBMAY09.R2__NA__NA__230519_WW__00X.tsv,5/9/23,
5.17.23.SBMAY14.R1__NA__NA__230519_WW__00X.tsv,5/14/23,
5.19.23.PLMAY16.R2__NA__NA__230519_WW__00X.tsv,5/16/23,
5.19.23.PLMAY17.R1__NA__NA__230519_WW__00X.tsv,5/17/23,
