	summarized	lineages	abundances	resid	coverage
9.28.22.ENCSEP23.R1__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9451844053866959), ('Omicron', 0.011411101973960268), ('BA.2* [Omicron (BA.2.X)]', 0.0019055685509367475)]"	BA.5.1 BA.5.1.23 BF.10 BF.2 BF.7 BA.5.2.31 BF.27 BA.5.1.1 BA.4.6 BE.1.1 BA.5.1.10 BA.5.1.28 BA.5.6.1 BF.4 CC.1 BA.5.5 BQ.1 BF.16 BA.5.1.26 BK.1 BA.5.1.9 BA.2.59 BA.5.1.15 BF.1 BA.4.1.3 BA.5.1.7 BA.5.2.16 BA.5.2.13 BA.5.1.6 BF.15 BA.5.1.16 BA.5.8 BF.11 BF.21 BQ.1.2 XY BA.5.2.33 BF.3.1 BF.8 BA.5.2.29 BF.9 BA.4.1.7 BQ.1.1	0.78085191 0.02205320 0.01784160 0.01581985 0.01432370 0.01376903 0.01123970 0.00797700 0.00739414 0.00738781 0.00388286 0.00324732 0.00306602 0.00301974 0.00279531 0.00252255 0.00242291 0.00231424 0.00224995 0.00206684 0.00201613 0.00190557 0.00190462 0.00190260 0.00178188 0.00167740 0.00162937 0.00154406 0.00140238 0.00140187 0.00139895 0.00125832 0.00123402 0.00121448 0.00119386 0.00118749 0.00115666 0.00112013 0.00111794 0.00106729 0.00105522 0.00104759 0.00103755	9.671239253	98.92652911
9.28.22.ENCSEP26.R2__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9660760207420483), ('Omicron', 0.0012782299778741084)]"	BA.5.1 BA.5.2.2 BA.5.2.9 BA.5.2 BA.5.2.20 BA.5.5 BA.5.1.1 BF.7 BA.5.2.4 BA.5.9 BA.5.2.22 BA.5.1.22 BA.5.2.6 BA.5.1.24 BA.5.2.27 BA.5.2.8 BA.5.1.16 BF.17 BF.25 BA.5.1.2 BA.5.2.30 BA.5.1.28 BA.5.2.13 BA.5.8 BA.5.1.15 BA.5.5.1 BF.16 BU.1 BA.5.2.10 BF.4 BA.5.1.11 BF.26 BA.5.3.2 BA.5.2.5 BF.10 BA.5.1.9 BQ.1.2 XAT BA.5.10 BE.2 BW.1 BA.5.2.12 BA.5.2.28 BA.5.1.26	0.19597823 0.15636102 0.09571420 0.06652833 0.06455270 0.06165511 0.05071370 0.04530103 0.04237525 0.04151460 0.01972025 0.01690000 0.01282074 0.01111676 0.01095442 0.01032170 0.00721154 0.00590677 0.00471730 0.00405405 0.00369181 0.00347893 0.00243686 0.00234978 0.00226955 0.00214133 0.00213821 0.00201207 0.00186487 0.00183599 0.00174694 0.00163755 0.00147996 0.00147765 0.00146362 0.00131752 0.00130523 0.00127823 0.00126823 0.00122794 0.00118002 0.00115287 0.00111982 0.00106157	10.33681961	98.17744039
9.28.22.ENCSEP27.R1__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9445284049222661), ('Omicron', 0.01224026552907637), ('BA.2* [Omicron (BA.2.X)]', 0.0010929000005848552)]"	BA.5.2.1 BA.5.1.6 BA.5.5.1 BA.5.2.21 BA.5.1.1 BF.3 BA.5.6.2 BA.5.1.23 BA.5.1.21 BF.10 BA.5.5.2 BA.5.2 BA.5.1.24 BQ.1 BF.27 BE.1.1.2 BQ.1.2 BA.4.8 CC.1 BA.5.1.26 XAV BA.5.2.20 BA.5.1.28 BA.4.1.4 BA.5.3.2 BF.3.1 BA.5.1.2 BF.26 BF.17 BA.5.1.16 BA.5.1.11 BA.5.1.15 BA.5.1.7 BA.5.2.25 BF.15 BA.5.2.16 CE.1 BA.5.2.5 BA.5.1.18 BF.4 BA.5.2.27 BA.5.1.3 XAN BF.11 BA.4.3 BF.16 BA.4.1.3 BA.2.10.4 BK.1 BA.5.3 BA.5.1.27 BA.5.2.32	0.25195965 0.17723487 0.11819400 0.05890622 0.05496980 0.05187157 0.03377790 0.03252030 0.03073382 0.01766740 0.01726650 0.01156010 0.01150697 0.01007999 0.00943050 0.00463233 0.00434869 0.00374709 0.00326895 0.00313786 0.00275620 0.00272675 0.00262405 0.00234789 0.00229442 0.00228836 0.00228571 0.00198238 0.00192308 0.00183589 0.00183486 0.00170426 0.00166761 0.00148148 0.00139811 0.00135929 0.00132770 0.00130695 0.00129032 0.00127470 0.00122349 0.00115241 0.00115207 0.00114513 0.00113921 0.00113045 0.00109780 0.00109290 0.00107533 0.00106015 0.00103595 0.00103217	10.84035309	98.91984082
9.29.22.PLSEP25.R2__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8061973427838437), ('Omicron', 0.129123907941449), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.013579487123883538), ('BA.2* [Omicron (BA.2.X)]', 0.0031389900153437353)]"	BA.5.2.1 BA.5.2.21 BF.7 BF.26 BF.25 BA.4.6 BA.5.1 BA.4 BA.4.4 BA.5 BA.5.1.10 BA.5.2.9 BQ.1 BU.1 BF.16 BE.1.2 BA.2.75.2 BA.4.1.3 BF.11 BA.5.6.1 BE.1.1 BA.5.1.6 BA.5.2.20 BA.5.2.28 BA.5.2.19 BF.14 BF.27 BA.4.5 BA.5.2.4 BA.5.1.26 BE.1 BF.4 BE.3 BF.10 BA.5.6.2 BA.5.1.12 BA.5.1.3 BA.5.1.28 BA.5.5 BF.13 BA.4.1.7 BA.5.6 BF.9 BF.1 BA.2.10.4 BE.1.1.1 BF.19 BA.5.1.7 BF.17 CC.1 BA.5.1.16 BQ.1.2 BA.5.1.15 BA.5.2.10 BW.1 BA.4.1.1 BL.3 BA.4.3 BA.5.2.7 XAZ CD.1 CE.1 BA.5.1.23 BQ.1.1 BA.5.2.16 BA.5.9 BA.5.5.1 BF.3.1 BA.5.1.9 BF.5 XBB BA.5.2.25	0.13970675 0.13313609 0.10288960 0.04748600 0.04694191 0.04001211 0.03466759 0.03362044 0.03107333 0.03012644 0.02957670 0.01757400 0.01697634 0.01388907 0.01248760 0.01244189 0.01205347 0.01019650 0.00989183 0.00980392 0.00942072 0.00890610 0.00851289 0.00849126 0.00847767 0.00826196 0.00745087 0.00709779 0.00657604 0.00652585 0.00520837 0.00488941 0.00445428 0.00393729 0.00356132 0.00330374 0.00316828 0.00303896 0.00273527 0.00262927 0.00258539 0.00231408 0.00216275 0.00213875 0.00211511 0.00196060 0.00188990 0.00184353 0.00178396 0.00176128 0.00170896 0.00166815 0.00166792 0.00165725 0.00164867 0.00155518 0.00152602 0.00151257 0.00147073 0.00147059 0.00146001 0.00142897 0.00131234 0.00123868 0.00123043 0.00117325 0.00115754 0.00115099 0.00114911 0.00106788 0.00102388 0.00100637	10.23179759	99.26094372
9.29.22.PLSEP26.R1__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8577743807724458), ('Omicron', 0.07849618620969895), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.01804560980343563), ('BA.2* [Omicron (BA.2.X)]', 0.0028364029952319346)]"	BA.5.1.6 BA.5.2.6 BA.5.1 BA.5.2.31 BA.5.1.1 BF.14 BA.4.1 BF.2 BA.4.6 BF.10 BE.1.1 BA.5.3 BA.5.2.1 BF.5 BA.5.2.16 BA.5.1.21 BF.7 BA.5.5 BF.25 BA.5.1.7 BE.1 BA.5.6 BA.5.2.21 BF.13 BF.27 BA.5.2.30 BA.2.75.1 BA.5.2.27 BF.4 XAS BA.5 BF.15 BA.2.75.2 BA.5.1.10 BA.5.2.11 BA.5.1.26 BA.5.2.32 BA.5.3.2 BA.4.1.1 BF.16 BA.4.3 BF.21 BQ.1.1 BA.2.10.4 BK.1 BF.26 BA.5.5.3 BA.5.1.28 BA.5.2.25 CA.1 BA.4.1.3 BA.5.2.22 BF.1.1 BA.5.1.9 BA.5.5.2 BA.5.1.11 BE.3 BL.1.3 CD.1 BA.4.7 BQ.1.2 BA.5.1.16 BR.3 BA.5.9 BF.19 BL.3 BA.5.2.5 BA.5.1.15 CC.1 BA.5.2.2 BA.5.2.7 BA.5.1.20 BE.2 BF.11 BA.5.2.13	0.15617100 0.08709954 0.07349392 0.07312641 0.04292670 0.03512160 0.03461249 0.03396605 0.02985582 0.02782840 0.02401205 0.02357379 0.02217885 0.02067480 0.01846730 0.01707460 0.01680179 0.01618714 0.01570569 0.01366460 0.01023796 0.00971419 0.00888767 0.00865770 0.00855694 0.00846940 0.00806817 0.00607948 0.00549828 0.00458031 0.00445387 0.00420963 0.00396015 0.00394782 0.00370437 0.00348147 0.00321037 0.00320921 0.00320448 0.00308944 0.00296589 0.00288496 0.00287261 0.00283640 0.00279272 0.00272183 0.00223714 0.00213980 0.00211449 0.00190944 0.00181339 0.00180180 0.00178982 0.00167341 0.00158932 0.00154083 0.00153854 0.00151653 0.00148932 0.00146380 0.00143669 0.00139854 0.00134093 0.00128024 0.00126281 0.00125039 0.00115718 0.00113370 0.00113302 0.00108260 0.00106171 0.00105152 0.00104674 0.00104670 0.00101432	10.12827471	98.84961375
9.29.22.PLSEP28.R2__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8702715783943651), ('Omicron', 0.08062302468877265), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.004400962939407973), ('BA.2* [Omicron (BA.2.X)]', 0.0037526799933579264)]"	BA.5.2.21 BA.4.6 BF.25 BA.5.1 BF.10 BA.5.6 BE.1.1 BF.14 BF.11 BW.1 BA.5 BF.7 BA.5.2.20 BF.13 BA.5.2.9 BF.5 BQ.1 BA.5.1.15 BE.1.2 BA.5.2.16 XAS BF.16 BA.5.2.1 BF.26 BF.2 BA.5.2.28 BA.5.1.21 BA.5.1.6 BA.5.1.22 BA.5.1.5 BK.1 BF.28 BA.5.5 BA.5.2.11 BE.4 BA.5.1.24 BA.5.1.27 BA.5.2.19 BA.5.1.18 BA.5.1.9 BA.5.1.26 BF.4 BQ.1.1 BQ.1.2 BA.5.5.3 BA.5.3.1 BA.5.2.13 BA.5.1.28 BE.3 BF.22 BA.5.2.7 BA.5.10.1 BF.9 BA.5.1.11 BM.5 BA.5.9 BU.1 BA.5.2.27 BA.5.6.2 CD.1 BE.2 BF.21 XBB BF.1 BF.15 BM.1.1.1 BP.1 BF.19 BF.27 BA.5.2.25 BA.2.10.4 BA.5.3.2 XY BN.1	0.13768369 0.06621651 0.06605010 0.06018354 0.03900260 0.03581840 0.03536630 0.03449510 0.02977710 0.02619087 0.02319092 0.02295728 0.02263639 0.02030210 0.01957100 0.01748575 0.01627794 0.01533500 0.01505809 0.01387183 0.01331700 0.01329040 0.01201931 0.01195650 0.01151810 0.01101090 0.00996181 0.00955121 0.00902555 0.00894036 0.00864390 0.00718604 0.00696751 0.00682869 0.00584393 0.00558701 0.00557896 0.00437796 0.00436681 0.00436341 0.00430385 0.00402414 0.00375587 0.00344201 0.00340716 0.00330686 0.00325243 0.00294196 0.00282726 0.00275330 0.00259179 0.00230036 0.00215924 0.00202071 0.00199601 0.00199021 0.00179257 0.00174863 0.00159032 0.00155894 0.00149217 0.00146028 0.00138609 0.00135211 0.00133422 0.00132426 0.00126024 0.00122078 0.00114229 0.00112782 0.00110635 0.00110195 0.00108951 0.00108069	9.745336107	97.76611042
9.29.22.SBSEP22.R1__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8894985905410192), ('Omicron', 0.07468772717579805), ('BA.2* [Omicron (BA.2.X)]', 0.0010460299929191388)]"	BA.5.2.21 BF.4 BF.14 BA.5.2.1 BA.5 BA.4.6 BQ.1.1 BA.5.2.6 BA.5.5 BQ.1 BA.5.2.22 BA.5.1 BA.5.1.10 BA.5.2.9 BF.10 BF.1 BF.11 BA.5.2.30 BA.5.1.9 BF.16 BA.5.1.12 BA.4.3 BA.5.1.15 XAS BA.4.1.3 BF.17 BA.5.1.26 BA.5.1.28 BA.5.3.1 BA.5.2.16 BA.5.2.4 BA.5.1.11 BF.21 BQ.1.2 BA.5.2.33 BA.5.2.27 XAJ BA.5.1.16 BA.5.1.25 BA.5.2.7 BA.5.3.2 XY BA.5.2.5 BA.5.2.13 BA.4.1.8 BA.5.2.20 BA.5.5.2 BA.2.10.4 BA.5.2.23 BE.2	0.19695733 0.10122400 0.09067740 0.08515729 0.06496588 0.06357711 0.05325680 0.04787469 0.03387478 0.02938979 0.02923368 0.02362199 0.02145190 0.02042030 0.01899160 0.01290340 0.00763819 0.00651550 0.00415512 0.00349964 0.00339484 0.00289275 0.00239772 0.00223214 0.00219459 0.00211924 0.00211245 0.00201884 0.00198737 0.00191284 0.00186986 0.00173686 0.00166826 0.00160772 0.00153061 0.00147150 0.00139355 0.00139104 0.00131341 0.00131148 0.00129327 0.00128415 0.00120265 0.00118886 0.00111343 0.00105528 0.00105042 0.00104603 0.00104058 0.00101420	10.29775631	98.63224426
9.29.22.SBSEP25.R1__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.7909149859781475), ('Omicron', 0.17400992998674275)]"	BA.5.2.6 BA.5.1.3 BA.4.6 BF.14 BQ.1.1 BA.5.1.8 BA.5.5 BA.4.8 BA.5.6.2 BA.5.2.9 BA.5.2.1 BA.5.1.22 BA.5.2.13 BA.5.5.3 BA.4.3 BF.17 BA.5.2.18 BF.26 BA.5.2.33 BW.1 BA.5.2.20 BA.5.1.16 BA.5.2.16 BA.5.1.7 BA.4.7 BA.5.2.5 BF.10 BA.5.2.24 BA.5.5.2 BA.5.2.8	0.24583035 0.13682078 0.12134429 0.09218690 0.07902087 0.06506020 0.05332160 0.04857428 0.04005960 0.03897350 0.00790947 0.00635823 0.00371802 0.00311742 0.00285578 0.00199203 0.00161221 0.00138658 0.00137552 0.00135980 0.00133049 0.00132727 0.00129420 0.00126753 0.00123558 0.00122349 0.00117015 0.00115741 0.00102459 0.00101678	10.59446581	98.53526402
9.29.22.SBSEP27.R1__NA__NA__220929_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9000717214175342), ('Omicron', 0.06073415738404781), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.001030500036089567)]"	BF.14 BA.5.2.20 BA.5.2.22 BA.5.2.9 BA.5.1.8 BA.5 BA.5.6 BA.5.1.22 BA.4 BF.15 BA.5.1.23 BA.5.1 BA.5.1.28 BA.4.6 BF.5 BF.16 BA.5.1.26 BA.5.2.16 BA.5.1.10 BA.4.1.1 BA.5.2.32 BF.2 BA.5.1.6 BA.5.2.33 BA.5.2.7 BA.5.2.5 BA.4.1.4 BA.4.1.3 BA.5.6.2 BA.5.1.16 BA.5.1.11 BA.5.1.21 BF.1 BW.1 BF.10 BA.5.1.3 BA.4.1.2 CA.1 BA.5.2.13	0.20709400 0.19498412 0.09610597 0.06735160 0.06496100 0.04313886 0.04247544 0.04007110 0.03339529 0.02954254 0.02861950 0.02764782 0.02237862 0.02198051 0.00814794 0.00279940 0.00229400 0.00186908 0.00177356 0.00176773 0.00159860 0.00157480 0.00148221 0.00130630 0.00129180 0.00129095 0.00128418 0.00127432 0.00126005 0.00121033 0.00120208 0.00114220 0.00113748 0.00113357 0.00112048 0.00106399 0.00103212 0.00103050 0.00100234	10.51234798	98.71584791
9.6.22.ENCSEP01.R1.redo3__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9477956001248939), ('Omicron', 0.021432925090953226)]"	BA.5.2.21 BF.10 BA.5.6 BA.5.1.23 BF.2 BA.5.5 BA.5.2.6 BA.5.2.1 BF.14 BE.1.1 BA.5.2.30 BA.5.1 BE.1.1.2 BA.5.2.31 BA.5 BA.5.2.28 BF.5 BA.5.1.25 BA.5.10 BF.3 BA.4.5 BA.5.2.19 BA.5.1.28 BA.4.4 BA.5.1.17 BA.5.2.13 BF.4 CC.1 BF.17 BF.1 BF.21 BA.5.2.22 BA.5.2.7 BF.16 BA.4.3 BF.19 BF.11 BA.5.1.16 BA.5.2.18 BA.5.2.29 BA.5.2.24 BF.25 BK.1 BA.5.2.14 BA.4.1.7 BA.5.5.1 BA.4.1.1 BA.5.1.3 BA.5.2.25 XAZ BE.2 BA.5.1.9 BA.5.2.20	0.12338699 0.12245100 0.06813587 0.06644520 0.05107126 0.05012488 0.04669293 0.04418906 0.04114270 0.04085813 0.03605643 0.03590514 0.03581505 0.02179823 0.02132642 0.01961420 0.01816947 0.01788230 0.01298230 0.01174621 0.01062830 0.00983284 0.00599377 0.00512645 0.00423061 0.00301300 0.00250741 0.00243205 0.00235183 0.00224907 0.00223714 0.00220507 0.00211522 0.00199327 0.00181180 0.00172381 0.00170369 0.00158871 0.00157452 0.00156111 0.00152300 0.00139892 0.00138742 0.00133482 0.00133126 0.00132732 0.00132584 0.00125031 0.00123203 0.00120928 0.00110295 0.00108289 0.00104906	9.266782735	98.9332174
9.6.22.ENCSEP05.R1__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8531296855787166), ('Omicron', 0.11426231100856028)]"	BA.5.3.1 BF.10 BA.5.1 BA.5.1.2 BA.5.2.24 BA.5.2 BA.4 BF.28 BA.5.6 BA.4.8 BA.5.2.8 BE.1.2 BA.5.2.9 BA.5 BF.3 XAS BF.5 BA.5.1.28 BA.5.1.3 BA.5.5 BA.5.6.2 BA.5.2.27 BA.5.5.3 BA.5.1.7 BA.5.2.32 BA.5.3.2 BA.5.1.11 BA.5.1.10 BA.5.2.10 BA.4.1.1 BA.5.10 BA.5.1.16 BF.4 BF.25 BF.16 XAZ BA.4.1.3 XY XAV BA.5.1.9 BA.5.1.25 BF.19 BA.5.1.5 BA.4.1.7	0.14076600 0.13001800 0.11013248 0.09658420 0.07422738 0.06772333 0.06071519 0.05649650 0.03677238 0.03506907 0.02791560 0.02018315 0.01853370 0.01541966 0.01397538 0.01086277 0.00685208 0.00380228 0.00286451 0.00259350 0.00222222 0.00208333 0.00193424 0.00191022 0.00177567 0.00176367 0.00164745 0.00163381 0.00162054 0.00151057 0.00149701 0.00147554 0.00145560 0.00140449 0.00139274 0.00137363 0.00136116 0.00118499 0.00117130 0.00116618 0.00112692 0.00112599 0.00103394 0.00101363	11.29545005	98.96331472
9.6.22.ENCSEP06.R1.redo3__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8919822705933689), ('Omicron', 0.06744475589768756)]"	BA.5.2.1 BF.3 BA.5.1.6 BA.5.2.4 BA.5.2.28 BA.5.2 BA.5.1 BA.5.2.21 BA.5.6 BA.4.4 XAS BF.5 BF.24 BF.28 BF.1 BA.5.6.1 BA.5.1.26 BA.5.1.28 BF.11 BA.5.6.2 BA.5.1.3 BF.13 BA.5.2.9 BA.5.2.13 BF.26 BF.16 BA.5.2.6 BA.5.3 BF.7 BA.5.3.2 BA.5.1.12 BA.5.2.7 BA.5.3.3 BF.4 BA.5.1.16 BA.5.1.9 BA.5.1.23 BA.5.1.10 BF.3.1	0.12053986 0.11128389 0.10442600 0.09015954 0.08585090 0.06832511 0.06765096 0.05486216 0.04942594 0.03753902 0.02990573 0.02961330 0.02675100 0.02343880 0.01208064 0.00680272 0.00328072 0.00283186 0.00273380 0.00208004 0.00205497 0.00198610 0.00192019 0.00190131 0.00185824 0.00184771 0.00181160 0.00179302 0.00175061 0.00173226 0.00152010 0.00151151 0.00144352 0.00122750 0.00119378 0.00111779 0.00109649 0.00105672 0.00102161	9.883308868	98.80279571
9.8.22.PLSEP04.R1.redo3__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8925673557666237), ('Omicron', 0.04890463518791324), ('BA.2* [Omicron (BA.2.X)]', 0.002175066586297219)]"	BA.5.1.18 BA.5.2 BA.5.1.23 BF.10 BF.18 BA.5.2.18 BA.5.1.3 BA.5.2.8 BA.4.8 BF.21 BA.5.2.20 BA.5.2.9 BE.1.2 BF.6 BF.24 BF.14 BA.5.2.27 BA.4.4 BA.5.3.4 BF.5 BA.5.2.21 BA.5 BA.4.1 BA.5.1.26 BA.5.10 BF.27 BE.1.1.1 BA.5.1.22 BF.16 BA.5.6.2 BA.5.3.2 BA.4.3 BA.5.5.3 XAN BA.5.2.7 BW.1 BF.25 BF.4 CD.1 BU.1 BA.2.10.4 BA.2.10.3 BE.2 BA.4.1.5 XAT	0.24087600 0.15321729 0.05991148 0.05384452 0.05148680 0.04867378 0.03677000 0.03313300 0.02574540 0.02477230 0.02421832 0.02007640 0.01839696 0.01824360 0.01553063 0.01537570 0.01397605 0.01322473 0.00874919 0.00799549 0.00601964 0.00505504 0.00466691 0.00452152 0.00437318 0.00416440 0.00387638 0.00252782 0.00233220 0.00193786 0.00164346 0.00162005 0.00161524 0.00160386 0.00156204 0.00154939 0.00145349 0.00129702 0.00121482 0.00112102 0.00109063 0.00108444 0.00105533 0.00104348 0.00100020	10.47844982	99.33117079
9.8.22.PLSEP05.R1.redo3__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9829606449965821), ('A', 0.0013507222399530559), ('Omicron', 0.0011520039904235405)]"	BF.14 BA.5.1 BA.5.2 BF.28 BA.5.1.26 BF.4 BA.5.6.2 BF.16 BA.5.1.28 BF.25 BA.5.1.15 BF.11 BF.13 BA.5.2.9 BA.5.1.10 A.27 BA.5.1.6 BA.5.6 XY BE.2 BF.26 BA.5.1.16 BE.1.2 BA.5.1.7	0.37614872 0.21973147 0.21721889 0.13445700 0.00488440 0.00455581 0.00314136 0.00273598 0.00252845 0.00200200 0.00162206 0.00159617 0.00150000 0.00149031 0.00142935 0.00135072 0.00134953 0.00132293 0.00115200 0.00115141 0.00105708 0.00102176 0.00101061 0.00100536	10.89455988	97.81292847
9.8.22.PLSEP06.R1.redo3__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8736005145979646), ('Omicron', 0.08062556187539345), ('BA.2* [Omicron (BA.2.X)]', 0.007768096002784503)]"	BA.5.1 BF.25 BA.5.1.23 BA.5.2 BF.3 BA.5.3 BA.5.2.6 BA.5.2.4 BA.4 BA.5.2.2 BE.1 BA.5.2.21 BE.3 BA.4.8 BF.14 BF.15 BA.5.2.18 BA.5.1.25 BA.5.2.3 BF.16 BA.4.1 BA.5.1.26 BA.4.6 BA.2.11 XQ BA.5.6 BA.4.1.7 BA.4.1.5 BA.5.1.9 BA.5.1.28 BA.5.2.27 BU.1 BE.1.2 BA.5.6.2 BA.5.1.10 BE.2 BF.3.1 BA.5.3.2 BF.10 XAN BA.2.45 BF.1 BA.4.1.1 BA.5.1.5 BG.1 BA.5.2.33 BA.5.9 BA.5.2.28 BF.27 BA.5.1.8 BF.13 BA.5.1.3 BA.5.2.29 CD.1 BA.5.2.5 BA.5.1.11 BA.5.2.14 BA.5.1.15 BA.5.1.16 BA.2.10.1 BA.4.1.4 BF.11 BA.5.2.24 BA.4.7	0.10651297 0.10132200 0.08597290 0.07753048 0.07692160 0.07414874 0.07174940 0.05029635 0.03665671 0.03641422 0.03288656 0.03118299 0.02477447 0.02209893 0.01912875 0.00980392 0.00836569 0.00523560 0.00396825 0.00396611 0.00395089 0.00355449 0.00346019 0.00330396 0.00324770 0.00301686 0.00286533 0.00266806 0.00231125 0.00229885 0.00221355 0.00216216 0.00214190 0.00212943 0.00212898 0.00203908 0.00202429 0.00191176 0.00190437 0.00183993 0.00182699 0.00177292 0.00162470 0.00157153 0.00148904 0.00139185 0.00138466 0.00132100 0.00132066 0.00131096 0.00131062 0.00129618 0.00129241 0.00128205 0.00127065 0.00125471 0.00123784 0.00116431 0.00116212 0.00114811 0.00113806 0.00113067 0.00110742 0.00107506	9.667023657	98.51519914
9.8.22.PLSEP07.R1.redo3__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9361956434253342), ('Omicron', 0.0366377258396587)]"	BA.5.2.1 BA.5.2.9 BA.5.2.21 BA.5 BA.5.1.1 BF.27 BA.5.2.20 BA.4.6 BA.5.2.2 BF.10 BA.5.6 BF.2 BE.1 BF.5 BA.5.1.22 BA.5.6.1 BF.11 BA.5.5 BA.5.1.6 BF.22 BA.4.1.7 BF.25 BA.5.3.1 BA.4.5 BF.13 BF.4 BF.16 BF.7 BA.5.10 BA.5.1.26 BA.5.3.2 BA.5.2.10 BA.4.1.1 BA.4.3 BA.5.2.13 BA.5.1.9 BA.5.2.33 BA.5.2.30 BA.5.2.7 XAZ BA.4.1.3 BA.5.2.3 BF.17 BA.5.1.16 BF.3.1 BF.19 BF.26 BA.5.5.1 BA.5.2.5	0.47239829 0.09483690 0.05851650 0.04193625 0.03929936 0.02704630 0.02479752 0.02410477 0.01819768 0.01809780 0.01737609 0.01524713 0.01431631 0.01147570 0.01057136 0.00970801 0.00670700 0.00645696 0.00579337 0.00408441 0.00395399 0.00385454 0.00320888 0.00308797 0.00298597 0.00277008 0.00266124 0.00191305 0.00164745 0.00162839 0.00159643 0.00151180 0.00149278 0.00145138 0.00142728 0.00138975 0.00137328 0.00127857 0.00127768 0.00127730 0.00126954 0.00118214 0.00115152 0.00115068 0.00110240 0.00108477 0.00107143 0.00104077 0.00102459	9.582161212	98.83289302
9.8.22.SBSEP01.R1.redo3__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.6342492433131084), ('Omicron', 0.3348633620395251), ('BA.2* [Omicron (BA.2.X)]', 0.0010566400005342915)]"	BA.5.1.3 BA.4 BA.4.1 BA.5.2.22 BA.5.2 BA.5.2.1 XAS BA.5.6.1 BF.10 BE.3 BA.4.2 BA.5.6 BA.5.1.12 BA.5.2.30 BA.5.2.10 BA.4.3 BF.4 BF.14 BF.11 BA.5.1.27 BF.17 BF.1 BA.5.2.9 BA.5.2.2 BK.1 BA.5.1.8 BA.5.2.18 BA.5.2.29 XY BF.19 BA.5.2.20 BA.4.1.3 BA.5.1.16 BA.5.1.7 BA.5.1.26 BA.2.19	0.21804795 0.13713516 0.11499616 0.10792216 0.09225800 0.08750409 0.06695178 0.04896290 0.01975330 0.01458511 0.01101930 0.00631940 0.00566521 0.00443304 0.00229829 0.00220022 0.00214592 0.00212465 0.00205429 0.00186393 0.00177699 0.00165980 0.00165205 0.00164908 0.00151530 0.00141922 0.00136240 0.00134953 0.00133809 0.00132275 0.00122549 0.00122266 0.00117233 0.00110906 0.00109700 0.00105664	10.23059038	98.01357723
9.8.22.SBSEP04.R1.redo__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9070126850732662), ('Omicron', 0.04765623839516597), ('BA.2* [Omicron (BA.2.X)]', 0.003936289994589106)]"	BA.5.2.4 BA.5.2.6 BF.3 BA.5.2.21 BF.10 BF.21 BA.4 BF.27 BA.5.1.17 BF.4 BA.5.1.24 BF.1 BA.4.1 BA.2.11 BE.3 BA.5.1.26 XW BA.5.2.7 BA.5.2.9 BA.5.2.10 BK.1 BA.4.4 XQ BA.5.2.24 BF.17 BA.5.2.20 CD.1 BF.16 BA.5.1.6 BA.5.1.7	0.35505545 0.17037499 0.11469655 0.07994110 0.04602457 0.03527440 0.03473055 0.02894180 0.01761359 0.01503220 0.01421128 0.00905935 0.00804662 0.00393629 0.00274783 0.00237768 0.00217032 0.00207828 0.00197596 0.00185925 0.00159323 0.00138600 0.00132275 0.00127986 0.00125104 0.00121315 0.00117959 0.00112765 0.00107768 0.00102620	8.352360838	96.64582149
