Sample,sample_collection_datetime,viral_load
9.13.23.ENCSEP06.R2__NA__NA__230922_WW__00X.tsv,9/06/23,
9.13.23.ENCSEP12.R1__NA__NA__230922_WW__00X.tsv,9/12/23,
9.13.23.PLSEP10.R1__NA__NA__230922_WW__00X.tsv,9/10/23,
9.13.23.PLSEP11.R2__NA__NA__230922_WW__00X.tsv,9/11/23,
9.13.23.SBSEP07.R1__NA__NA__230922_WW__00X.tsv,9/07/23,
9.13.23.SBSEP12.R2__NA__NA__230922_WW__00X.tsv,9/12/23,
9.15.23.PLSEP12.R1__NA__NA__230922_WW__00X.tsv,9/12/23,
9.15.23.PLSEP13.R2__NA__NA__230922_WW__00X.tsv,9/13/23,
