Sample,sample_collection_datetime,viral_load
11.30.22.ENCNOV24.R1__NA__NA__221201_WW__00X.tsv,11/24/22,
11.30.22.ENCNOV25.R1__NA__NA__221201_WW__00X.tsv,11/25/22,
11.30.22.ENCNOV29.R1__NA__NA__221201_WW__00X.tsv,11/29/22,
12.01.22.PLNOV27.R1__NA__NA__221201_WW__00X.tsv,11/27/22,
12.01.22.PLNOV28.R1__NA__NA__221201_WW__00X.tsv,11/28/22,
12.01.22.PLNOV29.R1__NA__NA__221201_WW__00X.tsv,11/29/22,
12.01.22.PLNOV30.R1__NA__NA__221201_WW__00X.tsv,11/30/22,
