Sample,sample_collection_datetime,viral_load
11.1.22.ENCOCT27.R2.rerun__NA__NA__221104_WW__00X.tsv,10/27/22,
11.1.22.ENCOCT31.R2.rerun__NA__NA__221104_WW__00X.tsv,10/31/22,
11.3.22.PLNOV01.R1.rerun__NA__NA__221104_WW__00X.tsv,11/01/22,
11.3.22.PLNOV02.R1.rerun__NA__NA__221104_WW__00X.tsv,11/02/22,
11.3.22.PLOCT30.R1.rerun__NA__NA__221104_WW__00X.tsv,10/30/22,
11.3.22.PLOCT31.R2.rerun__NA__NA__221104_WW__00X.tsv,10/31/22,
11.3.22.SBNOV01.R1.rerun__NA__NA__221104_WW__00X.tsv,11/01/22,
11.3.22.SBOCT28.R1.rerun__NA__NA__221104_WW__00X.tsv,10/28/22,
