	summarized	lineages	abundances	resid	coverage
04_29_24_PLAPR21_R1__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.9999997919060213)]	JN.1.9.1 JN.1.32.1 JN.1.32 JN.1.7.1 JN.1.7.4 JN.1.7 JN.1.7.3 JN.1.1.1 JN.1.36.1 JN.1.36 KR.1 JN.1.11.1 KP.2	0.23303308 0.23303308 0.23303308 0.04997651 0.04997651 0.04997651 0.04997645 0.04526268 0.01443385 0.01443385 0.01343750 0.00671335 0.00671335	8.009309302778773	76.06260241447346
04_29_24_SBAPR25_R1__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.8619803990025425), ('Other', 0.1369400167493294)]	JN.1.4.2 JN.1.7.3 XDP.1 JN.1.9.2 JN.1.18 JN.1.11 JN.1.26 LB.1 JN.1.16.1	0.28828496 0.15202499 0.13694002 0.11471021 0.11471021 0.06838290 0.04298475 0.04044119 0.04044119	6.517610688361312	91.02765608801792
04_29_24_ENCAPR26_R2__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.9875951499297743), ('Other', 0.010904799842033276)]	JN.1.7.2 JN.1.32 JN.1.32.1 JN.1.7.4 JN.11 KP.2 XDP	0.46666700 0.11681301 0.11681301 0.10395400 0.09557620 0.08777193 0.01090480	6.920807172188579	89.46593987225361
04_29_24_PLAPR23_R1__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.999823351723543)]	JN.1.4.4 KP.2 KQ.1 KP.3 JN.1.7.4 KS.1 KP.1.1	0.34507336 0.31219770 0.15162640 0.07692310 0.06415260 0.03817700 0.01167320	8.049673015460963	85.10182924790155
04_29_24_SBAPR28_R1__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.9964747271072742)]	JN.1.18.1 KQ.1 JN.1.4.3 JN.1.36 JN.1.4 JN.1.4.4 LB.1 JN.1.16.1 JN.1.16 BA.5.3.1 BA.2.1 BA.5.1.24	0.26837600 0.16111100 0.16111100 0.08251090 0.08068850 0.08068850 0.05262360 0.05262360 0.05262360 0.00156739 0.00139858 0.00115207	9.612274687443971	76.50737384208942
04_29_24_PLAPR24_R1__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.9998549392620846)]	JN.1.1.6 JN.1.4.4 JN.1.4 JN.1.7.4 JN.1.14 KY.1 KP.1.1 KP.1 JN.1.27 JN.1.4.7 KR.1	0.45605288 0.21112157 0.21112157 0.08687130 0.01771384 0.00452489 0.00423729 0.00423729 0.00150376 0.00146843 0.00100212	7.448411964565689	81.6740795237936
04_29_24_PLAPR22_R1__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.9992804714849851)]	JN.1.9.1 JN.1.32.1 JN.1.32 JN.1.11 LB.1 JN.1.16.1 JN.1.16 JN.1.4.6 KQ.1 JN.1.4.3 JN.5 KP.2.3 JN.1.7.4 JN.1.36.1 JN.1.36 KS.1	0.23136369 0.23136369 0.23136369 0.16697442 0.02586504 0.02586504 0.02586504 0.01077940 0.01077940 0.01077940 0.00899100 0.00713258 0.00612864 0.00214666 0.00214666 0.00173610	7.157914370102498	75.90208340300305
04_29_24_ENCAPR25_R2__E0000000__X00__240509_NextSeq_WW__001.tsv	[('Omicron', 0.9987828873564598)]	KP.2 JN.1.9.2 JN.1.18 JN.1.7.3 KV.1	0.69333295 0.12770168 0.12770168 0.04855014 0.00149644	7.21299063010005	88.78707821957663
