Sample,sample_collection_datetime,viral_load
12.18.23.ENCDEC13.R2__NA__NA__231222_WW__00X.tsv,12/13/23,
12.18.23.ENCDEC15.R1__NA__NA__231222_WW__00X.tsv,12/15/23,
12.18.23.PLDEC10.R2__NA__NA__231222_WW__00X.tsv,12/10/23,
12.18.23.PLDEC11.R2__NA__NA__231222_WW__00X.tsv,12/11/23,
12.18.23.PLDEC12.R2__NA__NA__231222_WW__00X.tsv,12/12/23,
12.18.23.PLDEC13.R1__NA__NA__231222_WW__00X.tsv,12/13/23,
12.18.23.SBDEC12.R1__NA__NA__231222_WW__00X.tsv,12/12/23,
12.18.23.SBDEC14.R1__NA__NA__231222_WW__00X.tsv,12/14/23,
