	summarized	lineages	abundances	resid	coverage
12.29.22.SBDEC22.R1__NA__NA__221229_WW__00X.tsv	[('BQ.1* [Omicron (BQ.1.X)]', 0.7063169210638659), ('BA.5* [Omicron (BA.5.X)]', 0.1625519890791788), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.03903397199445181), ('Omicron', 0.02768273067651565)]	BQ.1.1 BQ.1.2 BE.1.1.1 BQ.1.1.10 BQ.1.1.18 BQ.1.27 BQ.1.19 BN.1.3 XBB.1.6 BE.1.2.1 BQ.1.1.29 BW.1.1 BQ.1.1.3 BQ.1.13 BQ.1.1.31 XBE BQ.1.6 BQ.1.1.5 BQ.1.3 BN.1.4 BQ.1.1.11 BQ.1 BQ.1.23 BN.1.2 BQ.1.14 BE.5 XBB.1.5 BQ.1.1.1 BQ.1.9 BQ.1.17 BQ.1.1.15 BE.4.2 BF.7.5.1 BN.1.3.1 BE.2 BQ.1.1.4 BA.5.1.9 BQ.1.1.2 CN.2 XBB.1 BN.1.7 BN.1.3.3 BQ.1.25 BQ.1.10.1 XBB.3.1 BE.1.4.3 BQ.1.1.23 BN.4 BQ.1.1.21 BQ.1.26.1 BA.2.75.8 DM.1 BQ.1.15 CZ.1 BE.3 XBB.1.4.1 XBB.1.3 BQ.1.1.26 DG.1 BA.5.2.43 CP.1.3 BQ.1.12 BQ.1.25.1 BA.5.2.34 BQ.1.1.24 BQ.1.8.2 DN.1.1 BA.5.1.31 DE.2 DK.1 BQ.1.1.28 BA.5.2.41 BF.22 XAZ	0.28383731 0.11703200 0.10055828 0.06149070 0.04951230 0.03906228 0.03110921 0.01918379 0.01726466 0.01393930 0.01180146 0.01119696 0.01046000 0.00999044 0.00988223 0.00981717 0.00886578 0.00839048 0.00755136 0.00729406 0.00723454 0.00567060 0.00393701 0.00367741 0.00341509 0.00338221 0.00314006 0.00308960 0.00306196 0.00290591 0.00269275 0.00264196 0.00256508 0.00234650 0.00228180 0.00215602 0.00205888 0.00205182 0.00204770 0.00201754 0.00188111 0.00180571 0.00174904 0.00165873 0.00163258 0.00162435 0.00153563 0.00145449 0.00145372 0.00141072 0.00139090 0.00138568 0.00137868 0.00137137 0.00132453 0.00131112 0.00130781 0.00129752 0.00126369 0.00125979 0.00125471 0.00125179 0.00119450 0.00115274 0.00115195 0.00110291 0.00109443 0.00108143 0.00105960 0.00104182 0.00103758 0.00102660 0.00101521 0.00100896	9.3725596211824	99.13721031334649
12.29.22.PLDEC26.R1__NA__NA__221229_WW__00X.tsv	[('BQ.1* [Omicron (BQ.1.X)]', 0.6393389007900246), ('BA.5* [Omicron (BA.5.X)]', 0.14477001830425254), ('Omicron', 0.10740655583511255), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.051170641849837266)]	BQ.1.1 BQ.1.1.25 XBB.1.5 BQ.1.1.4 BQ.1.23 BQ.1.1.1 BQ.1.27 BQ.1.2 BQ.1.25.1 BW.1.1 XBB.1 BQ.1.10 BU.1 BA.5.2.12 BN.1.3.4 BN.1.3.1 BQ.1.8 BQ.1.1.29 CM.8.1 BQ.1.1.5 BQ.1.3 BF.14 BQ.1.15 BN.1 BQ.1.1.20 BF.10.1 BN.1.7 BQ.1.1.30 BU.2 CR.1.1 BQ.1.1.15 BQ.1.1.10 CY.1 BQ.1.6 BQ.1.5 BQ.1.13 BE.10 CP.4 BF.15 CE.1 XBB.2.2 BA.5.2.13 XBB.1.7 CP.6 CC.1 BQ.1.1.3 BN.1.4 BY.1.1.1 BQ.1.1.24 CN.2 BN.1.1.1 XBB.2.1 XBH BF.5.2 BQ.1.17 BQ.1.16 BQ.1.8.2 DJ.1.3 CM.7 DE.2 BQ.1.1.2 BE.1.1.2 CP.1.1 BF.7.5 BA.5.2.5 CP.3 BF.7.7 BQ.1.18 BF.7.13.2 BN.3.1 CZ.1 DJ.1.1 XBB.1.4.1 BQ.1.9 BF.7.4.2 BA.2.59 BF.7.9 DK.1 BQ.1.1.21 BA.5.2.43 BF.7.5.1 CA.5 XBB.1.4 BA.2.75.8 BF.31.1 BQ.1.1.26 XBB.1.3 BA.5.2.35 BQ.1.1.23 BF.19 BF.7.11 XBB.1.6 BF.7.4.1 BE.8 DN.1 XBB.3.3 DG.1 BF.13 BE.2 BA.5.2.30 XBB.5 BQ.1.10.1 BQ.1.1.27	0.20127028 0.07200793 0.05935812 0.05888920 0.04078583 0.03947638 0.03673773 0.03600650 0.02042540 0.01960180 0.01554501 0.01520988 0.01366843 0.01287670 0.01177860 0.01132640 0.01131696 0.01074161 0.01062524 0.01031942 0.01027600 0.00903990 0.00883030 0.00852847 0.00791296 0.00785987 0.00717530 0.00683271 0.00580517 0.00572797 0.00568505 0.00536416 0.00534977 0.00510783 0.00465223 0.00460390 0.00458259 0.00391585 0.00352821 0.00346353 0.00338596 0.00335264 0.00321520 0.00314367 0.00312976 0.00309119 0.00308642 0.00282849 0.00267082 0.00264473 0.00248219 0.00241721 0.00231498 0.00229400 0.00220022 0.00215054 0.00207484 0.00206368 0.00205634 0.00198469 0.00197875 0.00195875 0.00189640 0.00189284 0.00181175 0.00180628 0.00174297 0.00171600 0.00171202 0.00148615 0.00145702 0.00144680 0.00144059 0.00143266 0.00141657 0.00139396 0.00137237 0.00131926 0.00131733 0.00129437 0.00126141 0.00125359 0.00123731 0.00122503 0.00121477 0.00121134 0.00118010 0.00116809 0.00115607 0.00114855 0.00113244 0.00112740 0.00111890 0.00111516 0.00109041 0.00108498 0.00108323 0.00105892 0.00105286 0.00103163 0.00102416 0.00101833 0.00100186	11.347312321429769	99.17399592014179
12.29.22.ENCDEC21.R1__NA__NA__221229_WW__00X.tsv	[('BQ.1* [Omicron (BQ.1.X)]', 0.7395563317180983), ('BA.5* [Omicron (BA.5.X)]', 0.09287636325830605), ('Omicron', 0.07780126930492338), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.022833775565652584)]	BQ.1.1.4 BQ.1.1 BQ.1.23 BQ.1.2 BQ.1.15 XBB.1.1 BE.1.1 BQ.1.1.18 BQ.1.3 BQ.1.17 BQ.1.16 XBB BF.7.4.1 BQ.1.1.5 BQ.1.1.29 XBF BQ.1.12 XBB.1.5 BQ.1.1.30 BU.1 BQ.1.25.1 XBB.1.4 BA.5.2.8 BQ.1.1.7 BR.1.2 BQ.1.1.15 CY.1 BN.1.3.1 BQ.1.1.10 XBB.3.1 BT.2 XBB.2.1 BQ.1.10.1 BA.2.10.4 BF.7.5 BF.7.7 CZ.1 BR.3 BQ.1.9 BQ.1.1.21 BQ.1.8.2 BQ.1.1.2 BW.1.1 BQ.1.13 CM.4.1 DP.1 XBB.1.4.1 BA.5.2.9 BY.1.1.1 BA.5.2.23 CA.3.1 DK.1 BN.1.3.3 BQ.1.14 BQ.1.1.3 BN.3.1 BA.2.70 BQ.1.5 BF.19 BA.4.1.7 BF.7.12 BN.1.7 BA.4.1.3 DE.2 BA.5.2.30 BA.5.2.5 BA.5.2.33 DH.1 BA.2.2.1 BA.2.75.8 BA.5.1.30 XBB.3.3 BF.13 BQ.1.18 DN.1.1 DC.1 BA.5.2.27 CP.1.1 BN.1.2 DG.1 DJ.1.2 BQ.1.1.9 BE.2 XBH DF.1 BA.5.2.43 BA.5.2.2 BQ.1.1.28 BA.4.1.2 BA.2.9.1 CN.2 BM.2.1 BQ.1.1.26 BA.5.2.20 BA.5.2.4 BA.5.2.29 CN.1 BA.5.1.18	0.37770600 0.11781532 0.05319080 0.02838570 0.02770560 0.02423720 0.02389133 0.01813020 0.01624720 0.01304012 0.01238530 0.01200244 0.01189670 0.00814510 0.00632773 0.00587938 0.00570986 0.00542560 0.00532798 0.00532725 0.00504034 0.00469627 0.00435027 0.00434683 0.00417973 0.00406330 0.00394997 0.00367932 0.00366556 0.00351312 0.00328947 0.00312450 0.00286885 0.00276444 0.00271168 0.00265388 0.00262739 0.00251739 0.00249152 0.00247423 0.00240110 0.00231160 0.00229885 0.00221288 0.00208551 0.00207006 0.00202634 0.00199353 0.00197824 0.00183763 0.00183670 0.00181798 0.00174691 0.00173096 0.00170068 0.00169924 0.00168470 0.00164336 0.00157978 0.00155035 0.00152905 0.00151826 0.00149324 0.00147592 0.00145153 0.00142747 0.00140025 0.00139242 0.00136881 0.00135538 0.00135328 0.00134338 0.00131667 0.00131234 0.00129720 0.00125835 0.00125654 0.00125202 0.00124859 0.00119222 0.00119074 0.00118269 0.00118114 0.00115495 0.00115185 0.00115113 0.00111553 0.00111326 0.00110865 0.00108405 0.00107991 0.00107402 0.00106729 0.00106717 0.00106170 0.00102235 0.00102110 0.00100604	8.952853611079577	98.14734307594556
12.29.22.SBDEC27.R1__NA__NA__221229_WW__00X.tsv	[('BQ.1* [Omicron (BQ.1.X)]', 0.7760387072449688), ('Omicron', 0.10107315910518161), ('BA.5* [Omicron (BA.5.X)]', 0.03078444662038081), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.023151366997699305)]	BQ.1.1 BQ.1.1.18 XBB.1.5 BQ.1.3 XBB.1.4 BQ.1.6 BQ.1.1.30 BQ.1.10.1 BQ.1.2 BQ.1.1.4 BQ.1.13 BQ.1.1.10 BQ.1.18 BA.2.75.5 XBB.1.1 BQ.1.16 BQ.1.1.3 BQ.1.1.15 BQ.1.23 CC.1 BQ.1.1.7 CQ.1 BW.1 BQ.1.17 BF.7.5 CP.1.3 CB.1 XAS CR.2 BA.5.6 BQ.1.1.21 BN.1.3.1 BN.3 BQ.1.1.2 CN.2 BQ.1.9 BY.1.1.1 BA.2.75.8 CR.1.3 BQ.1.1.1 BQ.1.1.25 BN.1.7 BQ.1.1.23 BA.2.10.4 BL.1.4 CN.1 CM.8 BQ.1.22 CZ.1 BR.2.1 BA.4.1.3 XBB.1.4.1 CY.1 XBB.1.7 XAJ BA.2.82 BA.5.1.9 BQ.1.1.12 BA.5.2.13 BQ.1.25.1	0.30960498 0.27616200 0.05130740 0.03488570 0.03082099 0.02124200 0.02096910 0.01514630 0.01277320 0.01063830 0.01035112 0.00988966 0.00935399 0.00759012 0.00746587 0.00616586 0.00550823 0.00544747 0.00494743 0.00400782 0.00367323 0.00347322 0.00337148 0.00307440 0.00305558 0.00302115 0.00299188 0.00276394 0.00270514 0.00248439 0.00240759 0.00228065 0.00220193 0.00219817 0.00208635 0.00208616 0.00196228 0.00186544 0.00183993 0.00172874 0.00165502 0.00160621 0.00149925 0.00147213 0.00139893 0.00134713 0.00132941 0.00127090 0.00125990 0.00125392 0.00123679 0.00122582 0.00118333 0.00115834 0.00115333 0.00113914 0.00113723 0.00108740 0.00107170 0.00101261	9.776319366858862	99.254255425877
12.29.22.PLDEC25.R1__NA__NA__221229_WW__00X.tsv	[('BA.2.75* [Omicron (BA.2.75.X)]', 0.6868855405074538), ('BQ.1* [Omicron (BQ.1.X)]', 0.12182835309397916), ('Omicron', 0.09518085928673407), ('BA.5* [Omicron (BA.5.X)]', 0.024661047916720392)]	BN.1.3 XAS BQ.1.1 BQ.1.1.10 XBB.1 XBB.1.5 BN.1.2 BQ.1.1.18 BA.2.21 BQ.1.18 BQ.1.25.1 BQ.1.1.15 BQ.1.1.4 CR.1.1 BQ.1.1.3 BA.2.61 BQ.1.1.1 BQ.1.1.5 BN.1.3.1 BQ.1.3 BN.1.3.4 BQ.1.1.7 BW.1.1 BQ.1.1.19 DC.1 BQ.1.4 BQ.1.1.13 BA.4.1.8 BU.1 BQ.1.1.2 BQ.1.1.28 BQ.1.9 DE.2 BA.4.1.10 BN.1.3.3 BQ.1.1.20 BQ.1.1.25 BA.2.45 BA.2.57 BA.5.2.43 BQ.1.1.23 BQ.1.1.29 BQ.1.8.2 CP.1.3 DF.1 BA.2.68 BA.2.82 CZ.1 BQ.1.16 BA.2.18 BA.2.44 BQ.1.1.6 BQ.1.1.21 XBB.2.1 CY.1 BA.2.75.8 BA.4.1.7 CM.2 BQ.1.1.30 XBB.1.1 BA.2.8 BA.2.38.1 CH.1 BA.2.2.1 BP.1 XBE BF.7.5.1 XBB.1.4.1 BQ.1.1.12 BA.2.62 BA.2.79.1 XBB.3.2 DG.1 BF.13 BQ.1.1.24 BA.2.16 BF.5.2 CK.2.1.1	0.66737142 0.02877386 0.02439893 0.01868140 0.01255892 0.01144513 0.00827025 0.00693585 0.00623053 0.00596529 0.00508712 0.00486685 0.00451128 0.00409576 0.00399848 0.00378840 0.00371911 0.00364409 0.00348259 0.00317840 0.00316280 0.00310842 0.00305392 0.00290423 0.00272825 0.00270453 0.00248250 0.00241102 0.00240872 0.00239133 0.00236220 0.00233489 0.00227950 0.00220448 0.00212514 0.00209501 0.00208334 0.00194195 0.00193924 0.00189334 0.00177719 0.00173210 0.00170132 0.00165017 0.00164159 0.00161955 0.00159248 0.00159197 0.00157068 0.00153350 0.00145444 0.00135918 0.00132450 0.00131598 0.00131363 0.00130895 0.00123973 0.00122773 0.00122406 0.00120749 0.00118382 0.00117096 0.00116439 0.00116355 0.00116154 0.00115184 0.00110799 0.00109112 0.00107573 0.00107298 0.00105627 0.00105335 0.00103332 0.00102288 0.00101837 0.00101458 0.00100771 0.00100068	12.374047610455609	99.2040932347925
12.29.22.PLDEC27.R1__NA__NA__221229_WW__00X.tsv	[('BQ.1* [Omicron (BQ.1.X)]', 0.7045198154386724), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.08518021804375114), ('BA.5* [Omicron (BA.5.X)]', 0.08335608293514933), ('Omicron', 0.07340854704112587), ('Other', 0.0010495310407263108)]	BQ.1.1 BQ.1.13.1 BQ.1.1.5 XBB.1.5 BN.1.2 BQ.1.27 BQ.1.2 BQ.1.1.18 BQ.1.1.10 BN.1 BQ.1.1.4 BQ.1.12 BQ.1.15 BQ.1.1.3 BE.1.2 BQ.1.3 BQ.1.1.6 BQ.1.10 BN.1.3 BE.1.2.1 BQ.1.1.15 BQ.1.1.1 BQ.1.16 BQ.1.1.28 CR.1.1 BF.7.4.1 XBB.1.1 BQ.1.5 BQ.1.1.24 CK.1 BQ.1.25.1 BW.1.1 BQ.1.24 BA.4.1.5 BQ.1.1.29 BA.5.6 BN.1.3.1 XAS BF.7.5.1 BQ.1.10.1 BQ.1.1.2 CC.1 BF.7.5 BQ.1.18 BF.11.2 XBB.1.4 BQ.1.22 BQ.1.17 BQ.1.9 BA.5.2.43 CM.7 BA.5.2.35 CA.3.1 DN.1.1 BR.3 BQ.1.6 BQ.1.1.27 CN.2 BR.2.1 BA.5.1.31 BN.1.4 BA.4.3 BV.2 BN.4 XBB.3.1 CP.1.1 DF.1 BN.1.3.3 XBB.1.7 BU.3 BQ.1.1.21 CZ.1 BQ.1.8.2 CM.3 BN.1.7 BQ.1.14 BA.4.1.1 CP.1.3 CM.1 BA.5.5.1 BF.19 BN.3 CG.1 DE.2 XAU BN.1.9 BQ.1.1.11 BA.5.1.30 BQ.1.1.7 DK.1 BM.6 BU.1 BA.2.75.8 XBB.3.3 BF.5.2 BQ.1.1.12 XBB.5 DE.1 BA.2.53 BE.10 XBB.1.4.1 DG.1 BQ.1.1.30 BF.3.1 BA.5.2.32 BF.14 XBC.2 BF.1.1 BQ.1.1.26 BF.15 DP.1 CM.8 BA.5.9 DJ.1.3	0.30768282 0.08855417 0.04521333 0.04195680 0.03770580 0.03171103 0.03049320 0.02459390 0.02055690 0.01885267 0.01656500 0.01469336 0.01360080 0.01167400 0.01156591 0.00889293 0.00814979 0.00764409 0.00742804 0.00633099 0.00631513 0.00609184 0.00510204 0.00489342 0.00426623 0.00398936 0.00383352 0.00379942 0.00349368 0.00337084 0.00329845 0.00318450 0.00316344 0.00305125 0.00297619 0.00296855 0.00289436 0.00279996 0.00269574 0.00264851 0.00261725 0.00261324 0.00259096 0.00257334 0.00240088 0.00229334 0.00224666 0.00220386 0.00217322 0.00208677 0.00206612 0.00205339 0.00199306 0.00198127 0.00197988 0.00197368 0.00193050 0.00192031 0.00191939 0.00184587 0.00180620 0.00180370 0.00175463 0.00172883 0.00171979 0.00171821 0.00170195 0.00164045 0.00163745 0.00158892 0.00158694 0.00158202 0.00155521 0.00155116 0.00154105 0.00153794 0.00153781 0.00153724 0.00153531 0.00151337 0.00150511 0.00149285 0.00147647 0.00147428 0.00147393 0.00146199 0.00144780 0.00140997 0.00139203 0.00138733 0.00137463 0.00136855 0.00136102 0.00136005 0.00133447 0.00132286 0.00129200 0.00126545 0.00125418 0.00124224 0.00123130 0.00122499 0.00114455 0.00112509 0.00109479 0.00106457 0.00104953 0.00103981 0.00103770 0.00102481 0.00101820 0.00101087 0.00100546 0.00100215	9.586469988798346	98.09049259271644
12.29.22.ENCDEC29.R1__NA__NA__221229_WW__00X.tsv	[('BQ.1* [Omicron (BQ.1.X)]', 0.6935620934557569), ('Omicron', 0.21523822801732836), ('BA.5* [Omicron (BA.5.X)]', 0.04151443315848456), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.0019087098960948914)]	BQ.1.23 BQ.1.14 CM.2 BQ.1.1 BQ.1.1.5 XBB.2 BE.1.2 BQ.1.27 XBB.1.5 BQ.1.2 BQ.1.1.4 BQ.1.1.1 BQ.1.5 BQ.1.1.10 BQ.1.1.15 CM.8.1 BQ.1.12 BQ.1.7 CC.1 DN.1.1 BQ.1.17 BQ.1.1.18 BQ.1.1.2 BQ.1.13 BE.1.1.2 BW.1.1 XBB.1.6 BQ.1.15 BQ.1.13.1 CZ.1 BA.2.75.8 BQ.1.1.3 BQ.1.1.28 BQ.1.16 XBB.3.1 BE.2 XBB.1.4.1 XBB.2.1 BQ.1.18 BQ.1.25.1 BQ.1.1.26 CW.1 BQ.1.1.24 BQ.1.1.31 DJ.1.2 BQ.1.9 BQ.1.25 BQ.1.1.25 DK.1 BQ.1.1.17 BQ.1.1.20 BQ.1.1.27 BQ.1.1.21 BQ.1.8.2 BE.8 BU.3 BQ.1.1.9	0.26425838 0.16951000 0.15067919 0.10935351 0.04235218 0.03979562 0.02858163 0.01432434 0.01402910 0.01174500 0.01012150 0.00549374 0.00507351 0.00503988 0.00437731 0.00414673 0.00391753 0.00365097 0.00348086 0.00342772 0.00323885 0.00279291 0.00240706 0.00230444 0.00228535 0.00227661 0.00219416 0.00202766 0.00201672 0.00200814 0.00190871 0.00173989 0.00172043 0.00166620 0.00159445 0.00158311 0.00142935 0.00136963 0.00136846 0.00136597 0.00125600 0.00121744 0.00121473 0.00121212 0.00120152 0.00119562 0.00119133 0.00118193 0.00117716 0.00115507 0.00112511 0.00111940 0.00111049 0.00110063 0.00109991 0.00100545 0.00100276	11.074339113086495	98.41487476172959
12.29.22.PLDEC28.R1__NA__NA__221229_WW__00X.tsv	[('BQ.1* [Omicron (BQ.1.X)]', 0.7152265593987492), ('Omicron', 0.0978270057570273), ('BA.5* [Omicron (BA.5.X)]', 0.07644729958290804), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.05298394623330051)]	BQ.1.1 BQ.1.1.3 BQ.1.2 XBB.1.5 BQ.1.1.18 BQ.1.27 BQ.1.25.1 BQ.1.1.4 CR.1.1 BQ.1.1.10 BQ.1.16 BQ.1.1.5 BQ.1.1.13 BQ.1.23 BQ.1.1.24 BQ.1.10 BQ.1.5 BN.1.3.1 BN.1.5 BQ.1.14 XBB.1.4 BQ.1.12 BQ.1.13.1 BQ.1.15 BQ.1.6 BQ.1.1.2 BN.1.2 BA.5.6.2 BA.5.1.27 BN.5 DM.1 BQ.1.3 BA.5.1.30 BN.1.3 BU.1 CB.1 BQ.1.1.6 CM.5.1 XBB.2.2 BK.1 BQ.1.17 BN.3 CM.2 BN.1.3.3 BQ.1.1.29 BF.7.5.1 BQ.1.8.2 BU.2 BN.1.4 CP.1.3 BF.16 BQ.1.9 BN.1.1.1 CZ.1 CM.8 XBB.2.1 BA.5.1.9 CY.1 XBH BA.4.6.3 DE.1 BQ.1.1.21 DJ.1.3 BN.1.7 BQ.1.1.26 BF.7.5 BA.5.1.16 CQ.1.1 CN.1 CN.2 CA.6 DG.1 CM.1 DN.1.1 BN.1.8 BU.3 BA.5.1.10 BR.3 BA.2.9.1 CM.4.1 DJ.1.1 DL.1 CL.1 BQ.1.1.30 BA.2.75.8 BA.2.10.4 BL.1.4 BQ.1.1.25 DE.2 XBB.2 BV.2 BE.1.4.1 BA.5.2.32 BQ.1.1.20 XBB.1.4.1 XBB.3.3 DK.1	0.26208588 0.08828330 0.08097510 0.06482516 0.04852870 0.03586161 0.02115890 0.01983720 0.01640361 0.01611310 0.01575530 0.01088383 0.00950652 0.00938967 0.00930240 0.00902364 0.00875589 0.00836820 0.00707305 0.00633167 0.00625687 0.00588501 0.00580389 0.00551171 0.00540841 0.00525685 0.00517866 0.00503085 0.00500948 0.00473060 0.00447027 0.00439569 0.00432995 0.00412518 0.00383134 0.00380791 0.00365928 0.00350653 0.00349788 0.00343811 0.00339088 0.00331206 0.00321802 0.00300154 0.00296766 0.00286776 0.00276032 0.00272730 0.00262526 0.00233041 0.00231377 0.00227332 0.00219367 0.00217339 0.00204778 0.00204399 0.00202457 0.00200279 0.00195695 0.00194214 0.00193711 0.00190269 0.00186659 0.00183775 0.00164491 0.00164066 0.00160475 0.00158099 0.00157398 0.00155236 0.00152258 0.00144858 0.00144550 0.00141797 0.00139470 0.00136975 0.00134949 0.00134412 0.00131004 0.00130764 0.00130321 0.00130179 0.00128404 0.00128353 0.00127877 0.00126934 0.00118989 0.00116993 0.00112577 0.00111233 0.00107595 0.00106405 0.00105830 0.00104588 0.00104425 0.00104259 0.00101225	10.474643358669411	98.81282814433334
