Sample,sample_collection_datetime,viral_load
3.15.23.ENCMAR13.R1__NA__NA__2300317_WW__00X.tsv,03/13/23,
3.15.23.ENCMAR14.R2__NA__NA__2300317_WW__00X.tsv,03/14/23,
3.15.23.SBMAR12.R1__NA__NA__2300317_WW__00X.tsv,03/12/23,
3.17.23.PLMAR12.R1__NA__NA__2300317_WW__00X.tsv,03/12/23,
3.17.23.PLMAR13.R2__NA__NA__2300317_WW__00X.tsv,03/13/23,
3.17.23.PLMAR14.R2__NA__NA__2300317_WW__00X.tsv,03/14/23,
3.17.23.PLMAR15.R1__NA__NA__2300317_WW__00X.tsv,03/15/23,
