Sample,sample_collection_datetime,viral_load
12.13.22.ENCDEC12.R2__NA__NA__221216_WW__00X.tsv,12/12/22 ,
12.13.22.ENCDEC13.R1__NA__NA__221216_WW__00X.tsv,12/13/22,
12.15.22.PLDEC11.R1__NA__NA__221216_WW__00X.tsv,12/11/22,
12.15.22.PLDEC12.R1__NA__NA__221216_WW__00X.tsv,12/12/22,
12.15.22.PLDEC13.R1__NA__NA__221216_WW__00X.tsv,12/13/22,
12.15.22.PLDEC14.R1__NA__NA__221216_WW__00X.tsv,12/14/22,
12.15.22.SBDEC08.R1__NA__NA__221216_WW__00X.tsv,12/08/22,
12.15.22.SBDEC13.R1__NA__NA__221216_WW__00X.tsv,12/13/22,
