Sample,sample_collection_datetime,viral_load
1.31.23.ENCJAN26.R2__NA__NA__230203_WW__00X.tsv,01/26/23 ,
1.31.23.ENCJAN30.R2__NA__NA__230203_WW__00X.tsv,01/30/23,
2.03.23.PLFEB01.R1__NA__NA__230203_WW__00X.tsv,02/01/23,
2.03.23.PLJAN30.R1__NA__NA__230203_WW__00X.tsv,01/30/23,
2.03.23.PLJAN31.R1__NA__NA__230203_WW__00X.tsv,01/31/23,
2.03.23.SBJAN26.R2__NA__NA__230203_WW__00X.tsv,01/26/23,
2.03.23.SBJAN31.R2__NA__NA__230203_WW__00X.tsv,01/31/23,
