Sample,sample_collection_datetime,viral_load
10.25.22.ENCOCT19.R2__NA__NA__221027_WW__00X.tsv,10/19/22,
10.25.22.ENCOCT24.R2__NA__NA__221027_WW__00X.tsv,10/24/22,
10.27.22.PLOCT23.R2__NA__NA__221027_WW__00X.tsv,10/23/22,
10.27.22.PLOCT24.R2__NA__NA__221027_WW__00X.tsv,10/24/22,
10.27.22.PLOCT25.R2__NA__NA__221027_WW__00X.tsv,10/25/22,
10.27.22.PLOCT26.R2__NA__NA__221027_WW__00X.tsv,10/26/22,
10.27.22.SBOCT21.R2__NA__NA__221027_WW__00X.tsv,10/21/22,
10.27.22.SBOCT26.R2__NA__NA__221027_WW__00X.tsv,10/26/22,
