Sample,sample_collection_datetime,viral_load
3.01.23.ENCFEB27.R1__NA__NA__230303_WW__00X.tsv,02/27/23,
3.01.23.ENCMAR01.R1__NA__NA__230303_WW__00X.tsv,03/01/23,
3.01.23.PLFEB26.R2__NA__NA__230303_WW__00X.tsv,02/26/23,
3.01.23.PLFEB27.R1__NA__NA__230303_WW__00X.tsv,02/27/23,
3.03.23.PLFEB28.R2__NA__NA__230303_WW__00X.tsv,02/28/23,
3.03.23.PLMAR01.R1__NA__NA__230303_WW__00X.tsv,03/01/23,
3.03.23.SBFEB23.R1__NA__NA__230303_WW__00X.tsv,02/23/23,
3.03.23.SBFEB28.R1__NA__NA__230303_WW__00X.tsv,02/28/23,
