Sample,sample_collection_datetime,viral_load
01.08.24.ENCDEC29.R2__NA__NA__240112_WW__00X.tsv,12/29/23,
01.08.24.ENCJAN05.R1__NA__NA__240112_WW__00X.tsv,01/05/24,
01.08.24.PLDEC31.R1__NA__NA__240112_WW__00X.tsv,12/31/23,
01.08.24.PLJAN01.R1__NA__NA__240112_WW__00X.tsv,01/01/24,
01.08.24.PLJAN02.R2__NA__NA__240112_WW__00X.tsv,01/02/24,
01.08.24.PLJAN03.R2__NA__NA__240112_WW__00X.tsv,01/03/24,
01.08.24.SBJAN04.R1__NA__NA__240112_WW__00X.tsv,01/04/24,
01.08.24.SBJAN07.R1__NA__NA__240112_WW__00X.tsv,01/07/24,
